text,debts,funeral_expenses,bequests,wife,husband,son,daughter,father,mother,brother,sister,grandchild
"The estate is worth $225,865.00. There are debts of $52,002.56. Funeral expenses amount to $8,925.98. A bequest of $420.73 was specified. The survivors include a wife, a husband, 1 sons, 4 daughters, a father, a mother, 1 brothers, 2 grandchildren.",52002.56,8925.98,420.73,1,1,1,4,1,1,1,0,2
"The estate is worth $937,843.26. There are debts of $47,180.34. Funeral expenses amount to $2,649.37. A bequest of $226,345.91 was specified. The survivors include a husband, 3 daughters, 1 brothers, 1 sisters, 2 grandchildren.",47180.34,2649.37,226345.91,0,1,0,3,0,0,1,1,2
"The estate is worth $923,699.92. There are debts of $194,622.87. Funeral expenses amount to $8,512.91. A bequest of $29,826.57 was specified. The survivors include a wife, a husband, 3 sons, 3 daughters, a father, a mother, 3 brothers, 1 sisters.",194622.87,8512.91,29826.57,1,1,3,3,1,1,3,1,0
"The estate is worth $972,066.11. There are debts of $117,727.44. Funeral expenses amount to $8,627.23. A bequest of $79,379.86 was specified. The survivors include a wife, a husband, 4 sons, 3 daughters, a father, a mother, 1 brothers, 2 sisters, 2 grandchildren.",117727.44,8627.23,79379.86,1,1,4,3,1,1,1,2,2
"The estate is worth $838,806.38. There are debts of $115,406.48. Funeral expenses amount to $4,028.50. A bequest of $165,375.50 was specified. The survivors include 2 daughters, a mother, 2 sisters.",115406.48,4028.5,165375.5,0,0,0,2,0,1,0,2,0
"The estate is worth $202,532.41. There are debts of $19,022.23. Funeral expenses amount to $6,782.46. A bequest of $52,240.45 was specified. The survivors include a wife, 5 daughters, a father, 3 brothers, 2 sisters, 2 grandchildren.",19022.23,6782.46,52240.45,1,0,0,5,1,0,3,2,2
"The estate is worth $893,143.56. There are debts of $6,222.01. Funeral expenses amount to $2,916.95. A bequest of $186,495.47 was specified. The survivors include a wife, a husband, 2 sons, 1 daughters, a father, 1 brothers, 2 sisters, 1 grandchildren.",6222.01,2916.95,186495.47,1,1,2,1,1,0,1,2,1
"The estate is worth $617,468.84. There are debts of $110,719.45. Funeral expenses amount to $2,246.56. A bequest of $19,245.67 was specified. The survivors include 5 sons, 3 daughters, a father, a mother, 2 brothers, 3 sisters.",110719.45,2246.56,19245.67,0,0,5,3,1,1,2,3,0
"The estate is worth $856,718.23. There are debts of $59,635.40. Funeral expenses amount to $3,614.72. A bequest of $205,114.78 was specified. The survivors include 1 sons, 1 daughters, a father, 2 grandchildren.",59635.4,3614.72,205114.78,0,0,1,1,1,0,0,0,2
"The estate is worth $900,589.08. There are debts of $178,439.95. Funeral expenses amount to $4,170.31. A bequest of $122,541.56 was specified. The survivors include a husband, 3 sons, 3 daughters, a mother, 1 brothers, 3 sisters, 2 grandchildren.",178439.95,4170.31,122541.56,0,1,3,3,0,1,1,3,2
"The estate is worth $864,901.65. There are debts of $1,159.88. Funeral expenses amount to $5,818.16. A bequest of $35,903.62 was specified. The survivors include a wife, a husband, 3 sons, 2 daughters, a mother, 2 sisters, 2 grandchildren.",1159.88,5818.16,35903.62,1,1,3,2,0,1,0,2,2
"The estate is worth $175,169.27. There are debts of $23,644.24. Funeral expenses amount to $4,809.78. A bequest of $38,376.78 was specified. The survivors include 3 sons, 1 daughters, a father, 1 brothers, 1 sisters, 1 grandchildren.",23644.24,4809.78,38376.78,0,0,3,1,1,0,1,1,1
"The estate is worth $953,213.00. There are debts of $218,811.31. Funeral expenses amount to $3,601.37. A bequest of $112,854.80 was specified. The survivors include a wife, 1 sons, 4 daughters, 3 brothers, 2 sisters.",218811.31,3601.37,112854.8,1,0,1,4,0,0,3,2,0
"The estate is worth $991,349.67. There are debts of $176,248.79. Funeral expenses amount to $6,913.17. A bequest of $254,342.85 was specified. The survivors include a husband, 2 sons, 4 daughters, a father, a mother, 1 brothers, 3 sisters, 1 grandchildren.",176248.79,6913.17,254342.85,0,1,2,4,1,1,1,3,1
"The estate is worth $104,608.17. There are debts of $24,790.21. Funeral expenses amount to $6,933.84. A bequest of $1,234.19 was specified. The survivors include a husband, 3 sons, 1 daughters, a mother, 3 brothers, 3 sisters.",24790.21,6933.84,1234.19,0,1,3,1,0,1,3,3,0
"The estate is worth $972,238.61. There are debts of $24,302.47. Funeral expenses amount to $7,424.84. A bequest of $310,311.71 was specified. The survivors include a wife, 2 sons, 1 daughters, a mother, 2 sisters.",24302.47,7424.84,310311.71,1,0,2,1,0,1,0,2,0
"The estate is worth $646,757.08. There are debts of $122,837.89. Funeral expenses amount to $7,444.38. A bequest of $96,295.18 was specified. The survivors include a husband, 3 sons, 1 brothers, 1 sisters, 1 grandchildren.",122837.89,7444.38,96295.18,0,1,3,0,0,0,1,1,1
"The estate is worth $167,154.65. There are debts of $31,587.88. Funeral expenses amount to $7,712.33. A bequest of $30,225.28 was specified. The survivors include a husband, 1 sons, 2 brothers, 3 sisters.",31587.88,7712.33,30225.28,0,1,1,0,0,0,2,3,0
"The estate is worth $674,050.25. There are debts of $108,903.78. Funeral expenses amount to $4,338.05. A bequest of $130,180.87 was specified. The survivors include a wife, 1 sons, 2 daughters, 1 brothers, 3 sisters, 2 grandchildren.",108903.78,4338.05,130180.87,1,0,1,2,0,0,1,3,2
"The estate is worth $374,556.37. There are debts of $56,934.20. Funeral expenses amount to $7,415.08. A bequest of $95,333.67 was specified. The survivors include 5 daughters, a mother, 1 brothers, 2 grandchildren.",56934.2,7415.08,95333.67,0,0,0,5,0,1,1,0,2
"The estate is worth $534,108.18. There are debts of $92,588.90. Funeral expenses amount to $6,582.13. A bequest of $45,237.02 was specified. The survivors include a wife, a husband, 4 sons, 5 daughters, 2 brothers.",92588.9,6582.13,45237.02,1,1,4,5,0,0,2,0,0
"The estate is worth $76,223.91. There are debts of $6,570.53. Funeral expenses amount to $6,699.14. A bequest of $9,007.81 was specified. The survivors include 1 sons, a mother, 3 brothers, 1 sisters, 2 grandchildren.",6570.53,6699.14,9007.81,0,0,1,0,0,1,3,1,2
"The estate is worth $75,995.73. There are debts of $5,598.50. Funeral expenses amount to $8,379.54. A bequest of $13,581.39 was specified. The survivors include 2 sons, 1 daughters, a father, 3 brothers, 1 sisters, 2 grandchildren.",5598.5,8379.54,13581.39,0,0,2,1,1,0,3,1,2
"The estate is worth $910,414.98. There are debts of $58,380.45. Funeral expenses amount to $6,356.93. A bequest of $254,360.95 was specified. The survivors include a husband, 2 sons, a father, 3 brothers, 2 grandchildren.",58380.45,6356.93,254360.95,0,1,2,0,1,0,3,0,2
"The estate is worth $289,939.52. There are debts of $17,202.94. Funeral expenses amount to $2,845.31. A bequest of $54,839.56 was specified. The survivors include a wife, a husband, a father.",17202.94,2845.31,54839.56,1,1,0,0,1,0,0,0,0
"The estate is worth $522,790.49. There are debts of $59,545.19. Funeral expenses amount to $4,025.93. A bequest of $48,446.62 was specified. The survivors include a wife, 2 sons, 3 daughters, 3 sisters, 1 grandchildren.",59545.19,4025.93,48446.62,1,0,2,3,0,0,0,3,1
"The estate is worth $685,952.94. There are debts of $29,918.10. Funeral expenses amount to $4,019.92. A bequest of $113,065.10 was specified. The survivors include a wife, 4 sons, 4 daughters, a father, a mother, 3 brothers, 3 sisters, 2 grandchildren.",29918.1,4019.92,113065.1,1,0,4,4,1,1,3,3,2
"The estate is worth $875,662.27. There are debts of $13,081.75. Funeral expenses amount to $8,401.97. A bequest of $198,116.84 was specified. The survivors include a wife, a husband, 4 sons, 4 daughters, a mother, 3 brothers, 1 sisters, 1 grandchildren.",13081.75,8401.97,198116.84,1,1,4,4,0,1,3,1,1
"The estate is worth $358,719.49. There are debts of $82,172.27. Funeral expenses amount to $5,960.34. A bequest of $3,643.51 was specified. The survivors include a wife, a husband, 5 sons, 2 daughters, a father, a mother, 2 grandchildren.",82172.27,5960.34,3643.51,1,1,5,2,1,1,0,0,2
"The estate is worth $625,898.33. There are debts of $71,991.48. Funeral expenses amount to $4,563.26. A bequest of $76,140.41 was specified. The survivors include 5 daughters, a father, 3 sisters.",71991.48,4563.26,76140.41,0,0,0,5,1,0,0,3,0
"The estate is worth $207,098.98. There are debts of $15,521.88. Funeral expenses amount to $4,972.25. A bequest of $38,296.81 was specified. The survivors include a wife, 4 sons, 3 daughters, a mother, 3 sisters.",15521.88,4972.25,38296.81,1,0,4,3,0,1,0,3,0
"The estate is worth $173,374.68. There are debts of $12,602.20. Funeral expenses amount to $4,469.98. A bequest of $40,393.52 was specified. The survivors include a wife, a husband, 5 sons, 1 daughters, a mother, 3 sisters.",12602.2,4469.98,40393.52,1,1,5,1,0,1,0,3,0
"The estate is worth $170,400.02. There are debts of $38,500.17. Funeral expenses amount to $4,713.06. A bequest of $30,839.65 was specified. The survivors include a wife, 3 daughters, a father, 3 sisters.",38500.17,4713.06,30839.65,1,0,0,3,1,0,0,3,0
"The estate is worth $92,685.88. There are debts of $12,422.48. Funeral expenses amount to $2,877.45. A bequest of $7,991.43 was specified. The survivors include a wife, 1 sons, 4 daughters, a father, a mother, 2 grandchildren.",12422.48,2877.45,7991.43,1,0,1,4,1,1,0,0,2
"The estate is worth $630,204.42. There are debts of $135,531.85. Funeral expenses amount to $4,869.65. A bequest of $80,993.30 was specified. The survivors include a husband, 3 sons, 1 daughters, a father, 1 brothers, 3 sisters, 1 grandchildren.",135531.85,4869.65,80993.3,0,1,3,1,1,0,1,3,1
"The estate is worth $766,415.67. There are debts of $2,481.32. Funeral expenses amount to $3,877.18. A bequest of $142,802.68 was specified. The survivors include 3 sons, 2 daughters, a mother, 3 brothers, 1 sisters, 2 grandchildren.",2481.32,3877.18,142802.68,0,0,3,2,0,1,3,1,2
"The estate is worth $672,575.06. There are debts of $60,275.45. Funeral expenses amount to $2,366.67. A bequest of $153,538.68 was specified. The survivors include 4 sons, 3 daughters, a father, a mother, 1 brothers, 3 sisters.",60275.45,2366.67,153538.68,0,0,4,3,1,1,1,3,0
"The estate is worth $249,877.87. There are debts of $59,688.28. Funeral expenses amount to $1,712.60. A bequest of $42,656.94 was specified. The survivors include 3 sons, 2 daughters, a father, a mother, 1 brothers.",59688.28,1712.6,42656.94,0,0,3,2,1,1,1,0,0
"The estate is worth $158,156.14. There are debts of $26,575.51. Funeral expenses amount to $5,262.59. A bequest of $18,458.92 was specified. The survivors include 1 sons, 5 daughters, a father, 2 brothers, 2 sisters.",26575.51,5262.59,18458.92,0,0,1,5,1,0,2,2,0
"The estate is worth $762,535.06. There are debts of $104,517.85. Funeral expenses amount to $7,633.49. A bequest of $181,438.28 was specified. The survivors include a husband, 3 sons, 1 daughters, a father, 3 brothers, 2 sisters.",104517.85,7633.49,181438.28,0,1,3,1,1,0,3,2,0
"The estate is worth $616,816.15. There are debts of $153,790.80. Funeral expenses amount to $4,123.69. A bequest of $49,545.50 was specified. The survivors include a wife, 4 daughters, a mother, 2 brothers, 2 sisters, 1 grandchildren.",153790.8,4123.69,49545.5,1,0,0,4,0,1,2,2,1
"The estate is worth $176,575.15. There are debts of $8,885.70. Funeral expenses amount to $1,634.30. A bequest of $52,738.93 was specified. The survivors include a wife, a husband, 2 sons, 2 daughters, a mother.",8885.7,1634.3,52738.93,1,1,2,2,0,1,0,0,0
"The estate is worth $228,191.49. There are debts of $15,976.50. Funeral expenses amount to $1,889.16. A bequest of $3,746.92 was specified. The survivors include 3 sons, 3 daughters, a father, 3 sisters, 1 grandchildren.",15976.5,1889.16,3746.92,0,0,3,3,1,0,0,3,1
"The estate is worth $109,236.09. There are debts of $25,527.97. Funeral expenses amount to $5,433.39. A bequest of $21,683.06 was specified. The survivors include a wife, a husband, 4 sons, 1 daughters, a father, 1 grandchildren.",25527.97,5433.39,21683.06,1,1,4,1,1,0,0,0,1
"The estate is worth $98,159.86. There are debts of $11,270.18. Funeral expenses amount to $4,614.97. A bequest of $11,826.93 was specified. The survivors include a husband, 4 sons, 2 daughters, a father, 1 brothers, 1 sisters, 1 grandchildren.",11270.18,4614.97,11826.93,0,1,4,2,1,0,1,1,1
"The estate is worth $890,801.99. There are debts of $130,480.39. Funeral expenses amount to $7,426.61. A bequest of $181,686.80 was specified. The survivors include a wife, a husband, 1 sons, 5 daughters, a father, a mother, 1 brothers, 3 sisters, 1 grandchildren.",130480.39,7426.61,181686.8,1,1,1,5,1,1,1,3,1
"The estate is worth $356,132.68. There are debts of $62,028.27. Funeral expenses amount to $3,620.96. A bequest of $19,851.58 was specified. The survivors include a wife, 1 daughters, 2 sisters, 1 grandchildren.",62028.27,3620.96,19851.58,1,0,0,1,0,0,0,2,1
"The estate is worth $515,069.89. There are debts of $98,958.80. Funeral expenses amount to $1,205.92. A bequest of $115,356.61 was specified. The survivors include 4 sons, 1 daughters, a father, 1 sisters, 2 grandchildren.",98958.8,1205.92,115356.61,0,0,4,1,1,0,0,1,2
"The estate is worth $374,235.86. There are debts of $69,029.88. Funeral expenses amount to $6,885.43. A bequest of $64,021.56 was specified. The survivors include 1 sons, a mother, 3 brothers, 2 sisters, 1 grandchildren.",69029.88,6885.43,64021.56,0,0,1,0,0,1,3,2,1
"The estate is worth $99,746.73. There are debts of $21,043.70. Funeral expenses amount to $3,735.93. A bequest of $10,971.62 was specified. The survivors include a wife, 3 sons, a father, a mother, 3 brothers, 2 sisters, 2 grandchildren.",21043.7,3735.93,10971.62,1,0,3,0,1,1,3,2,2
"The estate is worth $157,358.81. There are debts of $39,027.37. Funeral expenses amount to $6,694.24. A bequest of $4,312.23 was specified. The survivors include a husband, 1 sons, 4 daughters, a father, a mother, 1 brothers, 2 sisters, 1 grandchildren.",39027.37,6694.24,4312.23,0,1,1,4,1,1,1,2,1
"The estate is worth $752,557.25. There are debts of $73,313.74. Funeral expenses amount to $5,412.18. A bequest of $39,462.27 was specified. The survivors include 4 sons, 3 daughters, a father, a mother, 2 brothers, 2 sisters.",73313.74,5412.18,39462.27,0,0,4,3,1,1,2,2,0
"The estate is worth $590,342.97. There are debts of $8,943.13. Funeral expenses amount to $6,513.43. A bequest of $184,493.31 was specified. The survivors include a husband, a mother, 3 sisters, 1 grandchildren.",8943.13,6513.43,184493.31,0,1,0,0,0,1,0,3,1
"The estate is worth $468,864.60. There are debts of $24,514.98. Funeral expenses amount to $5,093.26. A bequest of $136,876.11 was specified. The survivors include a husband, 5 sons, 1 daughters, a father, 1 brothers, 3 sisters, 1 grandchildren.",24514.98,5093.26,136876.11,0,1,5,1,1,0,1,3,1
"The estate is worth $774,596.26. There are debts of $74,332.76. Funeral expenses amount to $9,045.83. A bequest of $162,674.34 was specified. The survivors include a wife, a husband, 5 sons, 2 daughters, a father, 3 brothers, 1 grandchildren.",74332.76,9045.83,162674.34,1,1,5,2,1,0,3,0,1
"The estate is worth $690,447.28. There are debts of $139,555.55. Funeral expenses amount to $5,676.90. A bequest of $49,740.72 was specified. The survivors include a husband, a father, a mother, 1 brothers, 2 sisters.",139555.55,5676.9,49740.72,0,1,0,0,1,1,1,2,0
"The estate is worth $192,785.91. There are debts of $25,525.45. Funeral expenses amount to $1,825.89. A bequest of $38,352.88 was specified. The survivors include a wife, a husband, 5 sons, 4 daughters, 3 brothers, 1 grandchildren.",25525.45,1825.89,38352.88,1,1,5,4,0,0,3,0,1
"The estate is worth $172,185.48. There are debts of $9,827.88. Funeral expenses amount to $9,021.24. A bequest of $45,048.07 was specified. The survivors include a husband, 1 sons, 4 daughters, a father, 2 brothers, 1 sisters, 1 grandchildren.",9827.88,9021.24,45048.07,0,1,1,4,1,0,2,1,1
"The estate is worth $620,906.08. There are debts of $44,770.07. Funeral expenses amount to $5,631.74. A bequest of $150,656.81 was specified. The survivors include a wife, 2 sons, 5 daughters, a father, 2 brothers, 1 sisters, 1 grandchildren.",44770.07,5631.74,150656.81,1,0,2,5,1,0,2,1,1
